"01211","Albany International Airport Fire Department","10 Jetway DR",,"Albany","NY","12211","10 Jetway DR",,"","Albany","NY","12211-2806","518-242-2332","518-242-2620","ALBANY                   ","Career","Transportation authority or airport fire department",,"1","20","0","0","0","0","Yes"
"30001","Albertson Fire Company","100 I.U. Willets RD",,"Albertson","NY","11507-1412","100 I.U. Willets RD",,"","Albertson","NY","11507-1412","516-248-7182","516-248-0403","NASSAU                   ","Volunteer","Local (includes career, combination, and volunteer)","https://www.albertsonfire.org/","2","0","62","0","2","0",
"37001","Albion Fire Department","35 E Bank ST 37",,"Albion","NY","14411-1209","35 E Bank ST 37",,"","Albion","NY","14411-1209","585-589-4223","585-589-1218","ORLEANS                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","40","0","0","20",
"15002","Alden Fire Department","13336 Broadway ST",,"Alden","NY","14004","13336 Broadway ST",,"","Alden","NY","14004-1375","716-937-9216","716-937-8936","ERIE                     ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","78","0","0","0","No"
"30023","Alert Engine Hook & Ladder & Hose Company #1","555 Middle Neck RD",,"Great Neck","NY","11023","555 Middle Neck RD",,"","Great Neck","NY","11023","516-487-1057","516-487-1045","NASSAU                   ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","140","0","0","0",
"19002","Alexander Fire Department","10505 Main ST","PO Box 152","Alexander","NY","14005-0152","10505 Main ST",,"PO Box 152","Alexander","NY","14005-0152","585-591-2411","585-591-4010","GENESEE                  ","Volunteer","Local (includes career, combination, and volunteer)","https://alexanderfire.org","1","0","72","0","0","15",
"23003","Alexandria Bay Fire Department","110 Walton ST",,"Alexandria Bay","NY","13607",,,"PO Box 623","Alexandria Bay","NY","13607-0623","315-482-2121","315-482-4821","JEFFERSON                ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","60","0","0","8","Yes"
"02002","Alfred Station Fire Company","623 State RTE 244","PO Box 282","Alfred Station","NY","14803-0282",,,"PO Box 282","Alfred Station","NY","14803-0282","607-587-9201","607-587-9201","ALLEGANY                 ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","36","0","0","0",
"05001","Allegany Fire Department","186 W Main St",,"Allegany","NY","14706-1233","186 W Main St",,"","Allegany","NY","14706-1233","716-373-1245","716-373-1430","CATTARAUGUS              ","Volunteer","Local (includes career, combination, and volunteer)","http://alleganyfire.com/","1","0","50","0","0","20",
"05361","Allegany Indian Reservation Volunteer Fire Department","8184 E Loop RD",,"Salamanca","NY","14779-9735",,,"PO Box 500","Salamanca","NY","14779-0500","716-945-2730",,"CATTARAUGUS              ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","42","0","0","6","No"
"02003","Allentown Volunteer Fire Department","PO Box 82",,"Allentown","NY","14707-0082",,,"PO Box 82","Allentown","NY","14707-0082","585-593-6072","585-593-6072","ALLEGANY                 ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","28","0","0","15",
"02004","Alma Volunteer Fire Department","5778 County Road  18",,"Alma","NY","14708","5778 County Road  18",,"","Alma","NY","14708","585-593-0044",,"ALLEGANY                 ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","30","0","0","8",
"02005","Almond Volunteer Fire Department","1 Marvin LN","PO Box 256","Almond","NY","14804","1 Marvin LN","PO Box 256","","Almond","NY","14804","607-276-5921","607-276-2326","ALLEGANY                 ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","42","0","0","0",
"47001","Alplaus Fire Department","PO Box 101",,"Alplaus","NY","12008-2288",,,"PO Box 101","Alplaus","NY","12008-2288","518-399-2288","518-399-7972","SCHENECTADY              ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","38","0","0","0",
"01002","Altamont Fire Department","115 Main ST",,"Altamont","NY","12009",,,"PO Box 642","Altamont","NY","12009-0642","518-861-8171","518-861-7020","ALBANY                   ","Volunteer","Local (includes career, combination, and volunteer)","https://www.altamontvillage.org/pages/altamontny_fire/index","1","0","30","0","0","0","Yes"
"38002","Altmar Volunteer Fire Department","15 Bridge ST","PO Box 174","Altmar","NY","13302","15 Bridge ST","PO Box 174","","Altmar","NY","13302","315-298-5555","315-298-3858","OSWEGO                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","26","0","1","3",
"10722","Altona Correctional Facility","555 Devils Den RD","","Altona","NY","12910","555 Devils Den RD","","","Altona","NY","12910","518-236-7841",,"CLINTON                  ","Career","State government","","1","20","0","0","0","0",
"10002","Altona Volunteer Fire Department","480 Devils Den RD",,"Altona","NY","12910",,,"PO Box 36","Altona","NY","12910-0036","518-236-7223",,"CLINTON                  ","Volunteer","Local (includes career, combination, and volunteer)","https://altonafiredepartment.com/","1","0","30","0","0","5","Yes"
"52001","Amagansett Fire Department","439 Main ST",,"Amagansett","NY","11930",,,"PO Box 911","Amagansett","NY","11930-0911","631-267-3300","631-267-0075","SUFFOLK                  ","Volunteer","Local (includes career, combination, and volunteer)","https://amagansettfd.org/","1","0","90","0","0","0","No"
"34001","Amber Fire Department","2214 Amber RD",,"Marietta","NY","13110",,,"PO Box 172","Marietta","NY","13110-0172","315-636-7741","315-636-8283","ONONDAGA                 ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","28","0","0","0",
"14001","Amenia Fire Company","36 Mechanic ST","PO Box 166","Amenia","NY","12501","36 Mechanic ST","PO Box 166","","Amenia","NY","12501","845-373-8467","845-373-8329","DUTCHESS                 ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","60","0","0","8",
"29002","Ames Volunteer Fire Department","595 Latimer Hill RD",,"Canajoharie","NY","13317","595 Latimer Hill RD",,"","Canajoharie","NY","13317-3728","518-673-3044",,"MONTGOMERY               ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","23","0","0","0","No"
"52002","Amityville Fire Department","55 W Oak ST",,"Amityville","NY","11701",,,"PO Box 725","Amityville","NY","11701-0725","631-264-1130","631-691-0603","SUFFOLK                  ","Volunteer","Local (includes career, combination, and volunteer)","https://www.amityvillefiredept.org/","3","0","150","0","2","50","No"
"29001","Amsterdam Fire Department","Public Safety Building","1 Guy Park AVE","Amsterdam","NY","12010-4139","Public Safety Building","1 Guy Park AVE","","Amsterdam","NY","12010-4139","518-843-1312","518-843-7396","MONTGOMERY               ","Career","Local (includes career, combination, and volunteer)",,"1","33","0","0","0","0",
"13001","Andes Fire Department","5259 County Highway 1",,"Andes","NY","13731",,,"PO Box 475","Andes","NY","13731-0475","845-676-4588","845-676-4989","DELAWARE                 ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","44","0","0","0","No"
"02006","Andover Fire Department","60 S Main ST","PO Box 714","Andover","NY","14806-0714","60 S Main ST",,"PO Box 714","Andover","NY","14806-0714","607-478-8361","607-478-8361","ALLEGANY                 ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","56","0","0","0",
"15003","Angola Volunteer Fire Department","41 Commercial ST",,"Angola","NY","14006","41 Commercial ST",,"PO Box 303","Angola","NY","14006","716-549-3022",,"ERIE                     ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","35","0","0","20",
"54001","Apalachin Fire Department","230 Pennsylvania AVE",,"Apalachin","NY","13732",,,"PO Box 572","Apalachin","NY","13732-0572","607-625-2216",,"TIOGA                    ","Volunteer","Local (includes career, combination, and volunteer)","https://www.apalachinfd.com/","3","0","70","0","0","25","No"
"34002","Apulia Fire Company","6441 RT 80","PO Box 96","Apulia Station","NY","13020-0096",,,"PO Box 96","Apulia Station","NY","13020-0096","315-696-5636",,"ONONDAGA                 ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","42","0","0","0",
"61001","Arcade Fire Department, Inc.","145 North ST","PO Box 303","Arcade","NY","14009-0303",,,"PO Box 303","Arcade","NY","14009-0303","716-492-3947","585-492-3947","WYOMING                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","79","0","0","0",
"60001","Ardsley Fire Department","505 Ashford AVE",,"Ardsley","NY","10502","507 Ashford AVE",,"","Ardsley","NY","10502-2124","914-693-6581","914-693-0279","WESTCHESTER              ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","58","0","0","0","Yes"
"13002","Arena Volunteer Fire Department","2411 Millbrook RD",,"Margaretville","NY","12455-4123","2411 Millbrook RD",,"","Margaretville","NY","12455","845-586-4621",,"DELAWARE                 ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","20","0","0","0",
"58001","Argyle Fire Rescue","5072 State Route 40","Box 263","Argyle","NY","12809","5072 State Route 40","Box 263","","Argyle","NY","12809","518-638-8055","518-638-1031","WASHINGTON               ","Volunteer","Contract fire department","https://www.hometown.aol.com/argylefire","1","0","41","0","0","57",
"51002","Arkport Fire Department","6 Park AVE","PO Box 3","Arkport","NY","14807","6 Park AVE","PO Box 3","","Arkport","NY","14807","607-295-7750","607-295-7285","STEUBEN                  ","Volunteer","Local (includes career, combination, and volunteer)","","1","0","20","0","0","2",
"13003","Arkville Fire Department","43365 State Hwy 28",,"Arkville","NY","12406","43365 State Hwy 28",,"","Arkville","NY","12406","845-586-3003",,"DELAWARE                 ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","25","0","0","5",
"14002","Arlington Fire District","11 Burnett BLVD",,"Poughkeepsie","NY","12603-2038","11 Burnett BLVD",,"","Poughkeepsie","NY","12603-2038","845-486-6300","845-486-6322","DUTCHESS                 ","Mostly career","Local (includes career, combination, and volunteer)","https://www.afd.org/","4","70","38","0","6","0","No"
"60002","Armonk Fire Department","400 Bedford RD","PO Box 116","Armonk","NY","10504-0116",,,"PO Box 116","Armonk","NY","10504-0116","914-273-3292","914-273-3178","WESTCHESTER              ","Volunteer","Local (includes career, combination, and volunteer)","https://www.armonkfd.com","1","0","50","0","0","10",
"15004","Armor Volunteer Fire Company, Inc.","4932 Clark ST",,"Hamburg","NY","14075",,,"PO Box 971","Hamburg","NY","14075-0971","716-649-9821","716-646-1530","ERIE                     ","Volunteer","Contract fire department","https://www.armorvfc.org/","1","0","52","0","0","0","Yes"
"43721","Arthur Kill Corr Fac Fire Response Team","2911 Arthur Kill  RD",,"Staten Island","NY","10309","2911 Arthur Kill  RD",,"","Staten Island","NY","10309","718-356-7333","718-356-7333","RICHMOND                 ","Volunteer","State government",,"1","0","21","0","0","0",
"46001","Arvin Hart Fire Company","10 Campbell RD",,"Stillwater","NY","12170","10 Campbell RD",,"PO Box 288","Stillwater","NY","12170","518-664-5191","518-664-1750","SARATOGA                 ","Volunteer","Local (includes career, combination, and volunteer)",,"4","0","44","0","2","0",
"07001","Ashville Fire Department","5338 Stow Rd",,"Ashville","NY","14710-9503","5338 Stow Rd",,"","Ashville","NY","14710-9503","716-763-8195","716-789-5249","CHAUTAUQUA               ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","41","0","0","4",
"20002","Athens Volunteer Fire Department","39 3rd ST","PO Box 207","Athens","NY","12015-0207","39 3rd ST",,"PO Box 207","Athens","NY","12015-0207","518-945-2599","518-945-3334","GREENE                   ","Volunteer","Local (includes career, combination, and volunteer)","https://cms.firehouse.com/dept/Athens2NY","1","0","66","0","0","100",
"30801","Atlantic Beach (Fire) Rescue Unit, Inc.","200 Eldorado ST",,"Atlantic Beach","NY","11509","200 Eldorado ST",,"PO Box 262","Atlantic Beach","NY","11509","516-371-2348","516-371-1693","NASSAU                   ","Volunteer","Local (includes career, combination, and volunteer)","https://2ndbattalion.org/departments/atlantic-beach-rescue/","1","0","9","0","0","15",
,"Atlantic Steamer Fire Company 1","28 E Main ST",,"Oyster Bay","NY","11771",,,"PO Box 148","Oyster Bay","NY","11771-0148","516-624-3215","516-624-6062","NASSAU                   ","Volunteer","Local (includes career, combination, and volunteer)","https://www.atlanticsteamer.com/","1","0","86","0","0","0",
"61711","Attica Correctional Facility","639 Exchange ST",,"Attica","NY","14011",,,"PO Box 149","Attica","NY","14011-0149","585-591-2000","585-591-2000","WYOMING                  ","Volunteer","State government",,"1","0","30","0","0","0","No"
"61002","Attica Fire Department","11 Water ST",,"Attica","NY","14011","11 Water ST",,"","Attica","NY","14011","585-591-2679",,"WYOMING                  ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","49","0","0","0",
"06711","Auburn Correctional Facility","135 State ST","PO Box 618","Auburn","NY","13021","135 State ST","PO Box 618","","Auburn","NY","13021","815-253-8401",,"CAYUGA                   ","Career","State government","","1","12","0","0","0","0",
"06001","Auburn NY Fire Department","23 Market ST",,"Auburn","NY","13021","23 Market ST",,"","Auburn","NY","13021-3619","315-253-4031","315-252-0318","CAYUGA                   ","Career","Local (includes career, combination, and volunteer)","https://www.auburnny.gov/Public_Documents/index","2","74","0","0","2","0","Yes"
"06002","Aurelius Fire Department","6320 Half Acre RD",,"Auburn","NY","13021-9585",,,"PO Box 7212","Auburn","NY","13022-7212","315-252-1943","315-258-8973","CAYUGA                   ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","43","0","0","0",
"06003","Aurora Volunteer Fire Department","456 Main ST",,"Aurora","NY","13026",,,"PO Box 71","Aurora","NY","13026","315-364-8590","315-364-8590","CAYUGA                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","28","0","0","0",
"16001","Ausable Forks Volunteer Fire Department","29 School LN",,"Ausable Forks","NY","12912-0785",,,"PO Box 785","Ausable Forks","NY","12912-0785","518-647-5582","518-647-5201","ESSEX                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","32","0","0","0",
"10014","Ausable-Chesterfield-Keeseville Joint Fire District","8 Pleasant ST",,"Keeseville","NY","12944","8 Pleasant ST",,"","Keeseville","NY","12944","518-834-9053","518-834-9943","CLINTON                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","48","0","0","12",
"42001","Averill Park-Sand Lake Fire Company","35 Eastern Union TPKE","PO Box 116","Averill Park","NY","12018","35 Eastern Union TPKE",,"PO Box 116","Averill Park","NY","12018","518-674-3077","518-674-3807","RENSSELAER               ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","46","0","0","58",
"24003","Aviation Volunteer Fire Department Hose Company 3","300 White Plains RD",,"Bronx","NY","10473",,,"PO Box 520","Bronx","NY","10460-0520","718-893-4600",,"BRONX                    ","Volunteer","Local (includes career, combination, and volunteer)","https://nyc-gov-avfd.info/","1","0","26","0","22","40","No"
"51004","Avoca Hose Company 1","7 Chase ST",,"Avoca","NY","14809",,,"PO Box 618","Avoca","NY","14809","607-566-9550",,"STEUBEN                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","43","0","0","0",
"52003","Babylon Fire Department","153 W Main ST","PO Box 236","Babylon","NY","11702-0236","153 W Main ST",,"PO Box 236","Babylon","NY","11702-0236","631-669-1600","631-669-1695","SUFFOLK                  ","Volunteer","Local (includes career, combination, and volunteer)","https://www.babylonfd.com","3","0","158","0","2","0",
"09002","Bainbridge Fire Department","22 W Main ST",,"Bainbridge","NY","13733","22 W Main ST",,"","Bainbridge","NY","13733","607-967-3281","607-967-3281","CHENANGO                 ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","35","10","0","0",
"30002","Baldwin Fire Department","2386 Grand AVE",,"Baldwin","NY","11510-3235","2386 Grand AVE",,"","Baldwin","NY","11510-3235","516-223-6858","516-378-3828","NASSAU                   ","Volunteer","Local (includes career, combination, and volunteer)","https://www.baldwinfd.com","4","0","227","0","6","10",
"08002","Baldwin Volunteer Fire Company, Inc","460 Breesport-N-Chemung RD",,"Lowman","NY","14861","460 Breesport-N-Chemung RD",,"","Lowman","NY","14861-8708","607-734-3068",,"CHEMUNG                  ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","15","0","0","10","No"
"34003","Baldwinsville Volunteer Fire Company","PO Box 257",,"Baldwinsville","NY","13027-0257",,,"PO Box 257","Baldwinsville","NY","13027","315-638-4228","315-635-5139","ONONDAGA                 ","Volunteer","Local (includes career, combination, and volunteer)","https://www.baldwinsvillefire.com","3","0","75","0","1","20",
"46002","Ballston Lake Fire Department","1125 Ballston Lake RD",,"Ballston Lake","NY","12019","1125 Ballston Lake RD",,"","Ballston Lake","NY","12019","518-399-5152","518-399-9515","SARATOGA                 ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","42","0","0","0",
"46003","Ballston Spa Fire Department","66 Front ST",,"Ballston Spa","NY","12020","66 Front ST",,"","Ballston Spa","NY","12020","518-885-7121",,"SARATOGA                 ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","140","0","0","0",
"17001","Bangor Volunteer Fire Company, Inc.","2367 State Route 11","PO Box 391","North Bangor","NY","12966","2367 State Route 11","PO Box 391","","North Bangor","NY","12966","518-483-2780","518-483-2780","FRANKLIN                 ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","29","0","0","0",
"60003","Banksville Independent Fire Department","33 Bedford Banksville RD",,"Bedford","NY","10506-2217","33 Bedford Banksville RD",,"","Bedford","NY","10506-2217","914-234-7104","914-234-2169","WESTCHESTER              ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","35","0","0","25",
"32002","Barker Fire Department, Inc.","1660 Quaker RD",,"Barker","NY","14012",,,"PO Box 274","Barker","NY","14012-0274","716-795-3011","716-795-9098","NIAGARA                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","48","0","0","0","No"
"28001","Barnard Fire Department","3084 Dewey AVE",,"Rochester","NY","14616","3084 Dewey AVE",,"","Rochester","NY","14616-3729","585-663-1113","585-621-7547","MONROE                   ","Mostly volunteer","Local (includes career, combination, and volunteer)","https://www.barnardfire.org/","1","22","40","0","2","5","Yes"
"54801","Barton Hose Company","2640 State RT",,"Deansboro","NY","13328","2640 State RT",,"PO Box 83","Deansboro","NY","13328","315-841-8888",,"ONEIDA                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","43","0","0","0",
"19004","Batavia Fire Department, Inc.","8382 Lewiston RD","PO Box 417","Batavia","NY","14020-0417",,,"PO Box 417","Batavia","NY","14021-0417","585-344-3284","585-344-1012","GENESEE                  ","Volunteer","Local (includes career, combination, and volunteer)","http://townofbataviafire.com/","2","0","50","0","0","15","No"
"51331","Bath VA Fire Department","76 Veterans AVE",,"Bath","NY","14810","76 Veterans AVE",,"","Bath","NY","14810-0810","607-664-4705","607-664-4887","STEUBEN                  ","Career","Federal government (Executive branch)",,"1","16","0","0","2","0","Yes"
"51005","Bath Volunteer Fire Department, Inc.","50 E Morris ST",,"Bath","NY","14810","50 E Morris ST",,"","Bath","NY","14810-1643","607-776-6909","607-776-6047","STEUBEN                  ","Volunteer","Local (includes career, combination, and volunteer)","https://www.bathfire.org/","1","0","75","0","0","3","Yes"
"57002","Bay Ridge Volunteer Fire Company, Inc.","1080 Bay RD",,"Lake George","NY","12845-4616","1080 Bay RD",,"","Lake George","NY","12845-4616","518-792-6979","518-798-5845","WARREN                   ","Volunteer","Local (includes career, combination, and volunteer)","https://www.bayridgefire.com","1","0","40","0","0","3",
"52005","Bay Shore Fire District","195 Fifth AVE",,"Bay Shore","NY","11706","195 Fifth AVE",,"","Bay Shore","NY","11706-6452","631-665-4227","631-665-4703","SUFFOLK                  ","Volunteer","Local (includes career, combination, and volunteer)",,"3","0","140","0","7","0","No"
"52004","Bayport Fire District","251 Snedecor AVE",,"Bayport","NY","11705-1780","251 Snedecor AVE",,"","Bayport","NY","11705-1780","631-472-0641","631-472-3652","SUFFOLK                  ","Volunteer","Local (includes career, combination, and volunteer)","https://www.bayportfd.org/","1","0","160","0","6","0",
"30003","Bayville Fire Company #1","258 Bayville AVE",,"Bayville","NY","11709","258 Bayville AVE",,"","Bayville","NY","11709","516-628-1922","516-628-7341","NASSAU                   ","Volunteer","Local (includes career, combination, and volunteer)","https://www.bayvillefirecompany.com","1","0","100","0","0","0",
"14003","Beacon Fire Department","425 Main ST",,"Beacon","NY","12508-3303","425 Main ST",,"PO Box 1030","Beacon","NY","12508-0090","845-831-1334","845-831-1334","DUTCHESS                 ","Mostly volunteer","Local (includes career, combination, and volunteer)","https://www.beaconfd.org","3","13","64","0","1","0",
"49001","Beaver Dams Volunteer Fire Department","1165 County Route 19",,"Beaver Dams","NY","14812",,,"PO Box 14","Beaver Dams","NY","14812-0014","607-962-0647",,"SCHUYLER                 ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","45","0","0","0","No"
"25001","Beaver Falls Fire Department","9583 Main ST",,"Beaver Falls","NY","13305",,,"PO Box 456","Beaver Falls","NY","13305-0456","315-346-6712","315-346-6313","LEWIS                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","60","0","0","0","No"
"53001","Beaverkill Valley Fire Company","1524 BEAVERKILL RD",,"Lew Beach","NY","12758","1524 BEAVERKILL RD",,"","Lew Beach","NY","12758","845-439-4199","845-439-8055","SULLIVAN                 ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","26","0","0","0",
"60005","Bedford Fire Department","38 Village Green ST","PO Box 230","Bedford","NY","10506","38 Village Green ST",,"PO Box 230","Bedford","NY","10506","914-234-3133","914-234-0625","WESTCHESTER              ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","50","0","0","0",
"60004","Bedford Hills Fire Department","332 Bedford RD","PO Box 35","Bedford Hills","NY","10507","332 Bedford RD",,"PO Box 35","Bedford Hills","NY","10507","914-666-8252","914-666-4112","WESTCHESTER              ","Volunteer","Local (includes career, combination, and volunteer)","https://www.bedfordhillsfd.org/","1","0","95","0","0","0",
"14004","Beekman Fire District","316 Beekman-Poughquag RD","PO Box 400","Poughquag","NY","12570-0400",,,"PO Box 400","Poughquag","NY","12570-0400","845-724-5280","845-724-3038","DUTCHESS                 ","Volunteer","Local (includes career, combination, and volunteer)","https://www.beekmanfireco.com","1","0","40","0","0","20",
"10004","Beekmantown Volunteer Fire Department","6973 State Route 22",,"West Chazy","NY","12992","6973 State Route 22",,"","West Chazy","NY","12992-2502","518-563-4303","518-561-1638","CLINTON                  ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","55","0","0","0",
"02008","Belfast Fire Department","11 Merton AVE",,"Belfast","NY","14711",,,"PO Box 487","Belfast","NY","14711-0487","585-365-2606","585-365-2558","ALLEGANY                 ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","57","0","0","0","Yes"
"34004","Belgium Cold Springs Fire Department","7920 River RD",,"Baldwinsville","NY","13027-9559","7920 River RD",,"","Baldwinsville","NY","13027-9559","315-635-5136","315-635-1024","ONONDAGA                 ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","70","0","3","20",
"30004","Bellerose Fire Department","50 Superior Road",,"Bellerose Village","NY","11001","50 Superior Road",,"","Bellerose Village","NY","11001","516-358-2960","516-358-4611","NASSAU                   ","Volunteer","Local (includes career, combination, and volunteer)","www.bellerosefd.org","1","0","23","0","0","0",
"30005","Bellerose Terrace Fire Department","94-43 243 ST",,"Bellerose Terrace","NY","11001",,,"PO Box 20725","Floral Park","NY","11001","516-354-8419","516-488-7227","NASSAU                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","35","0","0","0",
"23005","Belleville Volunteer Fire Department","7981 State RTE 289","PO Box 141","Belleville","NY","13611-0141",,,"PO Box 141","Belleville","NY","13611-0141","315-846-5510","315-846-5510","JEFFERSON                ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","30","0","0","15",
"15005","Bellevue Fire District #9","511 Como Park BLVD",,"Cheektowaga","NY","14227","511 Como Park BLVD",,"","Cheektowaga","NY","14227-1605","716-685-3011","716-685-0696","ERIE                     ","Volunteer","Local (includes career, combination, and volunteer)","https://www.bellevuefire.org/","1","0","47","0","0","0","No"
"30006","Bellmore Fire Department","230 Pettit AVE",,"Bellmore","NY","11710-3629","230 Pettit AVE",,"","Bellmore","NY","11710-3629","516-221-4418","516-781-5834","NASSAU                   ","Volunteer","Local (includes career, combination, and volunteer)","https://www.bellmorefd.com","3","0","125","0","0","0",
"62001","Bellona Fire District","110 Pre-Emption RD",,"Bellona","NY","14415",,,"PO Box 513","Bellona","NY","14415-0513","585-526-5556","585-526-5190","YATES                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","40","0","0","3",
"52006","Bellport Fire Department","161 S Country RD",,"Bellport","NY","11713-2521","161 S Country RD",,"","Bellport","NY","11713-2521","631-286-0273","631-286-0426","SUFFOLK                  ","Volunteer","Local (includes career, combination, and volunteer)","http://www.bellportfd.com/","1","0","56","0","2","0","Yes"
"02009","Belmont Fire Department","80 Schuyler ST",,"Belmont","NY","14813","80 Schuyler ST",,"","Belmont","NY","14813-1051","585-268-5550",,"ALLEGANY                 ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","40","0","0","0","Yes"
"07002","Bemus Point Volunteer Fire Department","13 Alburtus AVE",,"Bemus Point","NY","14712-9543","13 Alburtus AVE",,"","Bemus Point","NY","14712-9543","716-386-6011","716-386-6011","CHAUTAUQUA               ","Volunteer","Local (includes career, combination, and volunteer)","https://www.bemuspointfire.org/","1","0","24","0","0","20","Yes"
